plotcode,country,plotsize_m2,biomass_vascular_plants_g.m-2,NP_vascular_plants,harvest_year,resNPbio,nosp,aveMean_root_diameter_D,aveRoot_nitrogen_concentration_RN,aveRoot_tissue_density_RTD,aveSpecific_root_length_SRL,aveN-fixing,aveAM,aveNM,aveEcM,aveErM,aveNM_AM,aveOM,aveMycorrhizal_association_capacity_MA,aveRoot_mycorrhizal_colonization_intensity_%M,aveCluster_roots,resMean_root_diameter_D,resRoot_nitrogen_concentration_RN,resRoot_tissue_density_RTD,resSpecific_root_length_SRL,resN-fixing,resAM,resNM,resEcM,resErM,resNM_AM,resOM,resMycorrhizal_association_capacity_MA,resRoot_mycorrhizal_colonization_intensity_%M,resCluster_roots
nt_DO20,1,4,607.0000000000,13.8700000000,1995.0000000000,0.4012790763,22.0000000000,#N/A,#N/A,-1.9689343653,#N/A,0.0454545455,0.5909090909,0.0454545455,0.0000000000,0.0000000000,0.3636363636,0.0000000000,0.5909090909,#N/A,0.0000000000,#N/A,#N/A,-0.0580730035,#N/A,-0.1517381390,0.3502835909,-0.1625949184,-0.0683194392,-0.1297282131,-0.1661265974,-0.7583143139,0.2338602295,#N/A,-0.8124316625
nt_DO23,1,4,928.0000000000,10.0700000000,1995.0000000000,0.1644196044,29.0000000000,-1.6287488471,2.2043300282,-1.8716798222,4.9665159716,0.0689655172,0.5862068966,0.0344827586,0.0000000000,0.0000000000,0.3793103448,0.0000000000,0.5862068966,47.6325323411,0.0000000000,0.0170960051,-0.0464533854,0.0536118787,-0.1777942613,0.2643510399,0.1533103591,-0.4283443257,-0.0729071827,-0.1128532061,0.1209343560,-0.8187656217,0.0572735388,0.7491032122,-0.9384541648
nt_DO25,1,4,449.0000000000,9.5600000000,1996.0000000000,-0.0300315052,28.0000000000,-1.6493487659,2.2397621264,-1.9090775359,5.2459021003,0.0714285714,0.6785714286,0.0000000000,0.0000000000,0.0000000000,0.3214285714,0.0000000000,0.6785714286,44.3062815836,0.0000000000,-0.0281378831,0.0337203329,-0.0084654139,0.1595099064,0.5058821111,1.4836144783,-1.7722204316,-0.0811840518,-0.1782322617,-0.7493932758,-0.8936178389,1.3276532514,-1.9611043748,-1.0052128713
nt_DO26,1,4,358.0000000000,8.5700000000,1996.0000000000,-0.1837997978,17.0000000000,-1.6644865784,2.2407664784,-1.9642326320,5.0111155333,0.0588235294,0.5882352941,0.0588235294,0.0000000000,0.0000000000,0.3529411765,0.0000000000,0.5882352941,39.0785176656,0.0000000000,-0.0509606506,0.0486825384,-0.0713196935,-0.0572082156,0.2185816654,0.4743664258,0.0557801528,-0.0657751904,-0.1610334477,-0.3683297061,-0.7194712093,0.3359479571,-6.9966839168,-0.8214675460
nt_DO28,1,4,223.0000000000,9.8600000000,1996.0000000000,-0.1364777793,20.0000000000,-1.6036104328,2.2378369843,-1.7500654752,4.4890038821,0.1000000000,0.6000000000,0.0000000000,0.0000000000,0.0000000000,0.4000000000,0.0000000000,0.6000000000,#N/A,0.0000000000,-0.0061459701,0.0749247931,0.1267562606,-0.5415570303,1.0839554203,0.8048377708,-1.5484007214,-0.0774050329,-0.2379762089,-0.0951462714,-0.8355879440,0.6197362129,#N/A,-0.9971311405
nt_DO31,1,4,1186.0000000000,6.7400000000,1995.0000000000,-0.1889394936,23.0000000000,-1.6891776796,2.2704319287,-1.9010636956,5.3404272076,0.0434782609,0.5652173913,0.0000000000,0.0000000000,0.0000000000,0.4347826087,0.0000000000,0.5652173913,42.9985764587,0.0000000000,-0.0350092989,0.0045308481,0.0325669446,0.1765471508,-0.3521237397,-0.1686931510,-1.5336700888,-0.0622416169,-0.0856123482,0.7234125217,-0.7037194797,-0.2350571818,-4.0930064094,-0.7485505884
nt_DO32,1,4,420.0000000000,7.2500000000,1995.0000000000,-0.3197209164,33.0000000000,-1.5716311722,2.2986988578,-1.9159398893,4.8748728536,0.0606060606,0.5757575758,0.0303030303,0.0000000000,0.0000000000,0.3939393939,0.0000000000,0.5757575758,45.1362489958,0.0000000000,0.0473142214,0.0967717751,-0.0175974510,-0.2061928462,0.3057867249,0.4365513869,-0.6746475584,-0.0891547060,-0.2021229528,0.0274755774,-0.9795381291,0.2587175820,-1.0744818965,-1.1638361976
nt_E01,3,10,156.0000000000,16.3800000000,1990.0000000000,0.3009744561,8.0000000000,#N/A,#N/A,#N/A,#N/A,0.0000000000,0.0000000000,0.3333333333,0.0000000000,0.0000000000,0.6666666667,0.0000000000,0.0000000000,#N/A,0.0000000000,#N/A,#N/A,#N/A,#N/A,-0.4936367420,-2.0240358553,1.4323855660,-0.0318822275,-0.1163958892,0.8561758013,-0.3407412717,-2.0941743741,#N/A,-0.4505220705
nt_hv1_1,4,10,60.6300000000,25.8200000000,2002.0000000000,0.5705949633,6.0000000000,-1.2430671912,1.7318694398,#N/A,#N/A,0.0000000000,0.0000000000,0.2500000000,0.0000000000,0.2500000000,0.5000000000,0.0000000000,0.2500000000,#N/A,0.0000000000,0.3102065740,-0.3507810868,#N/A,#N/A,-0.5161708670,-2.1991261607,1.1652560778,-0.0433236470,2.2970036856,0.2004873963,-0.4508082432,-0.9647477301,#N/A,-0.6301343218
nt_hv1_2,4,10,33.7500000000,23.6300000000,2002.0000000000,0.3669984661,5.0000000000,-1.5889846580,#N/A,#N/A,#N/A,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.3333333333,0.6666666667,0.0000000000,0.3333333333,#N/A,0.0000000000,-0.0555878007,#N/A,#N/A,#N/A,-0.4202863055,-1.8320449498,-0.6557121041,-0.0415033176,2.1122236188,0.6929095939,-0.4246743432,-0.4608885201,#N/A,-0.6140301203
nt_hv10_1,4,10,38.1300000000,45.1600000000,2002.0000000000,1.0386395411,5.0000000000,#N/A,#N/A,#N/A,#N/A,0.0000000000,0.0000000000,0.5000000000,0.0000000000,0.0000000000,0.5000000000,0.0000000000,0.0000000000,#N/A,0.0000000000,#N/A,#N/A,#N/A,#N/A,-0.4915828223,-2.1327619134,2.3384546742,-0.0469270565,-0.3366030532,0.1431032198,-0.4818620643,-2.2493355517,#N/A,-0.6918583074
nt_hv2_1,4,10,91.8800000000,29.8300000000,2002.0000000000,0.7965394040,4.0000000000,-1.5889846580,#N/A,#N/A,#N/A,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.3333333333,0.6666666667,0.0000000000,0.3333333333,#N/A,0.0000000000,-0.0216061302,#N/A,#N/A,#N/A,-0.4669751885,-1.9566954614,-0.6254172602,-0.0349264942,2.6472487042,0.7997215427,-0.3677477186,-0.5822476201,#N/A,-0.5016809007
nt_hv5_1,4,10,147.5000000000,27.1900000000,2002.0000000000,0.7967672597,7.0000000000,-1.6945907763,1.7565859574,#N/A,#N/A,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2000000000,0.8000000000,0.0000000000,0.2000000000,#N/A,0.0000000000,-0.1111513405,-0.3808531803,#N/A,#N/A,-0.6335518426,-2.6037612478,-0.7895188921,-0.0415589843,2.6566988324,1.7263653964,-0.4434630828,-1.4600290860,#N/A,-0.5261844033
nt_hv5_3,4,10,80.0000000000,25.3600000000,2002.0000000000,0.6070260101,7.0000000000,-1.5033931463,#N/A,#N/A,#N/A,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2500000000,0.7500000000,0.0000000000,0.2500000000,#N/A,0.0000000000,0.0592874508,#N/A,#N/A,#N/A,-0.5314324418,-2.2392426970,-0.7269142748,-0.0413031558,2.4458966705,1.2536537556,-0.4331857940,-1.0030564313,#N/A,-0.5159553974
nt_hv7_1,4,10,180.0000000000,30.3900000000,2002.0000000000,0.9471103072,5.0000000000,-1.2430671912,1.7318694398,#N/A,#N/A,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.3333333333,0.6666666667,0.0000000000,0.3333333333,#N/A,0.0000000000,0.3471288148,-0.4178413660,#N/A,#N/A,-0.5010913449,-2.0423967848,-0.6058151315,-0.0311058518,2.9581510829,0.8714306535,-0.3337809712,-0.6640319848,#N/A,-0.4375808099
nt_hv7_2,4,10,123.1300000000,28.3400000000,2002.0000000000,0.8027522198,7.0000000000,-1.2475243813,1.7883952838,#N/A,#N/A,0.0000000000,0.0000000000,0.2000000000,0.0000000000,0.2000000000,0.6000000000,0.0000000000,0.2000000000,15.2625000000,0.0000000000,0.3297876000,-0.3379148216,#N/A,#N/A,-0.6216701592,-2.5740114471,1.0404859209,-0.0428722306,2.5675413884,0.7703850328,-0.4551574888,-1.4323201432,-29.9070678236,-0.6102986502
nt_hv8_1,4,10,30.6300000000,52.9000000000,2002.0000000000,1.1538485141,8.0000000000,#N/A,#N/A,#N/A,#N/A,0.0000000000,0.0000000000,0.2857142857,0.0000000000,0.1428571429,0.5714285714,0.0000000000,0.1428571429,#N/A,0.0000000000,#N/A,#N/A,#N/A,#N/A,-0.6354694090,-2.7803687377,1.7314419267,-0.0644656189,1.5649736449,0.5318855122,-0.6577870380,-1.7953749477,#N/A,-0.9563708076
nt_hv9_1,4,10,40.6300000000,40.3000000000,2002.0000000000,0.9372420962,7.0000000000,#N/A,#N/A,#N/A,#N/A,0.0000000000,0.0000000000,0.2000000000,0.0000000000,0.2000000000,0.6000000000,0.0000000000,0.2000000000,#N/A,0.0000000000,#N/A,#N/A,#N/A,#N/A,-0.5532940926,-2.3945962688,0.9674543840,-0.0518952030,1.9474512545,0.6171543054,-0.5338502380,-1.2630578790,#N/A,-0.6830814107
nt_oba11,4,10,796.8800000000,13.8800000000,2002.0000000000,0.4554137874,21.0000000000,#N/A,#N/A,#N/A,#N/A,0.0476190476,0.4761904762,0.0000000000,0.0000000000,0.0000000000,0.5238095238,0.0000000000,0.4761904762,32.9572930292,0.0000000000,#N/A,#N/A,#N/A,#N/A,-0.1611767572,-0.8224669350,-1.4934824882,-0.0636910283,-0.1060885510,1.4040305334,-0.7122711784,-0.9163917903,-13.7968809305,-0.8122503690
nt_oba12,4,10,512.5000000000,14.5800000000,2002.0000000000,0.4179908156,11.0000000000,#N/A,2.0425207173,#N/A,#N/A,0.0000000000,0.4545454545,0.0000000000,0.0000000000,0.0000000000,0.5454545455,0.0000000000,0.4545454545,32.5727124198,0.0000000000,#N/A,-0.1716729385,#N/A,#N/A,-1.0703312293,-0.6114425292,-1.1038363473,-0.0497383074,-0.1024605759,1.0706284846,-0.5494945023,-0.7036911336,-13.8069157657,-0.6119949870
nt_oba13,4,10,845.6300000000,13.8700000000,2002.0000000000,0.4663458712,11.0000000000,#N/A,2.5055475624,#N/A,#N/A,0.0909090909,0.5454545455,0.0000000000,0.0000000000,0.0909090909,0.3636363636,0.0000000000,0.6363636364,21.9084850611,0.0000000000,#N/A,0.2604923511,#N/A,#N/A,0.4617068266,-0.1517611494,-1.0778529434,-0.0456270359,3.1476548404,-0.0515926914,-0.5110930184,0.3965298407,-24.8960729867,-0.5522566311
nt_oba153,4,10,311.8800000000,11.5800000000,2002.0000000000,0.0901464335,14.0000000000,#N/A,#N/A,#N/A,#N/A,0.0000000000,0.3636363636,0.0909090909,0.0000000000,0.0000000000,0.4545454545,0.0909090909,0.4545454545,#N/A,0.0000000000,#N/A,#N/A,#N/A,#N/A,-1.0162887298,-1.0754960186,0.4577492906,-0.0541817091,-0.1417518132,0.3639750061,1.3858856446,-0.5872550476,#N/A,-0.6387332319
nt_oba341,4,10,745.6300000000,18.3400000000,2002.0000000000,0.7210037594,13.0000000000,#N/A,#N/A,#N/A,#N/A,0.0000000000,0.2307692308,0.0769230769,0.0000000000,0.0000000000,0.6923076923,0.0000000000,0.2307692308,#N/A,0.0000000000,#N/A,#N/A,#N/A,#N/A,-1.2098718860,-2.4391926796,0.3783922535,-0.0506890291,-0.0871769222,2.3182079666,-0.5658288918,-2.5159299683,#N/A,-0.5342971822
nt_oba342,4,10,323.7500000000,16.1300000000,2002.0000000000,0.4288783453,13.0000000000,#N/A,#N/A,#N/A,#N/A,0.0000000000,0.2727272727,0.0909090909,0.0000000000,0.0000000000,0.6363636364,0.0000000000,0.2727272727,27.6979166667,0.0000000000,#N/A,#N/A,#N/A,#N/A,-1.0202609646,-1.7096713624,0.4607744586,-0.0538341623,-0.1383336906,1.5839483273,-0.5872121366,-1.8256041111,-18.2919551738,-0.6338741538
nt_obb1,4,10,610.0000000000,12.9700000000,2002.0000000000,0.3351573779,25.0000000000,#N/A,#N/A,#N/A,#N/A,0.0400000000,0.4000000000,0.1600000000,0.0000000000,0.0000000000,0.4400000000,0.0000000000,0.4000000000,#N/A,0.0000000000,#N/A,#N/A,#N/A,#N/A,-0.2933431420,-1.5453022352,1.9497469382,-0.0727669345,-0.1378458140,0.6060288264,-0.8077895038,-1.6698937542,#N/A,-0.8580254212
nt_obb3,4,10,481.8800000000,12.2400000000,2002.0000000000,0.2309593628,27.0000000000,#N/A,#N/A,#N/A,#N/A,0.0000000000,0.2962962963,0.1481481481,0.0000000000,0.0000000000,0.5555555556,0.0000000000,0.2962962963,#N/A,0.0000000000,#N/A,#N/A,#N/A,#N/A,-1.6661572085,-2.6002377760,1.7981002268,-0.0787564052,-0.1671202945,1.7630096149,-0.8685951888,-2.7488278699,#N/A,-0.9238956493
nt_obb5,4,10,255.6300000000,12.2300000000,2002.0000000000,0.1057275594,26.0000000000,#N/A,#N/A,#N/A,#N/A,0.0416666667,0.3750000000,0.0833333333,0.0000000000,0.0000000000,0.5416666667,0.0000000000,0.3750000000,30.1414036137,0.0000000000,#N/A,#N/A,#N/A,#N/A,-0.0570907255,-1.3907735336,0.5123823608,-0.0828214050,-0.2384388658,1.3348278440,-0.8974732200,-1.5828272540,-15.6480101140,-1.0518094255
nt_obb7,4,10,556.2500000000,13.1700000000,2002.0000000000,0.3323577153,14.0000000000,#N/A,#N/A,#N/A,#N/A,0.0000000000,0.5384615385,0.0000000000,0.0000000000,0.0000000000,0.4615384615,0.0000000000,0.5384615385,41.5963541671,0.0000000000,#N/A,#N/A,#N/A,#N/A,-1.1735429555,-0.0845290915,-1.1953323731,-0.0533135095,-0.1055794231,0.5738531616,-0.5903287887,-0.1796373718,-4.8527834798,-0.6343601234
nt_obc01,4,10,449.3800000000,17.2500000000,2002.0000000000,0.5603589310,10.0000000000,#N/A,#N/A,#N/A,#N/A,0.0000000000,0.3000000000,0.1000000000,0.0000000000,0.0000000000,0.6000000000,0.0000000000,0.3000000000,23.7222222222,0.0000000000,#N/A,#N/A,#N/A,#N/A,-1.0066377937,-1.5390170654,0.5705618117,-0.0485096802,-0.1064552739,1.3417716496,-0.5339734976,-1.6330847212,-22.5458815681,-0.5544570461
nt_obc02,4,10,988.7500000000,17.7000000000,2002.0000000000,0.7408676113,6.0000000000,#N/A,#N/A,#N/A,#N/A,0.0000000000,0.1666666667,0.0000000000,0.0000000000,0.0000000000,0.8333333333,0.0000000000,0.1666666667,#N/A,0.0000000000,#N/A,#N/A,#N/A,#N/A,-0.8463977183,-2.0624501411,-0.7901436096,-0.0328021685,-0.0492480419,2.3538734843,-0.3690197767,-2.1028826467,#N/A,-0.3087706168
nt_obc03,4,10,521.8800000000,19.8700000000,2002.0000000000,0.7311104974,12.0000000000,#N/A,#N/A,#N/A,#N/A,0.0000000000,0.4166666667,0.0000000000,0.0000000000,0.0000000000,0.5833333333,0.0000000000,0.4166666667,28.3627314818,0.0000000000,#N/A,#N/A,#N/A,#N/A,-1.1200387065,-0.9073316674,-1.1519258603,-0.0517878964,-0.1057554596,1.3855186930,-0.5724250485,-1.0026166395,-18.0322865349,-0.6097248085
nt_po41,4,10,233.1300000000,15.9500000000,2002.0000000000,0.3532131152,25.0000000000,#N/A,#N/A,#N/A,#N/A,0.0000000000,0.2800000000,0.0800000000,0.0000000000,0.0000000000,0.6000000000,0.0400000000,0.3200000000,#N/A,0.0000000000,#N/A,#N/A,#N/A,#N/A,-1.4862128159,-2.3595692278,0.4477570312,-0.0858816573,-0.2584545125,1.9195497300,0.7543602396,-2.1449784525,#N/A,-1.0982478505
nt_po42,4,10,309.3800000000,15.4100000000,2002.0000000000,0.3743041630,26.0000000000,#N/A,#N/A,#N/A,#N/A,0.0000000000,0.2800000000,0.0800000000,0.0000000000,0.0000000000,0.6000000000,0.0400000000,0.3200000000,#N/A,0.0000000000,#N/A,#N/A,#N/A,#N/A,-1.5308255504,-2.4813114619,0.4816894220,-0.0817953329,-0.2148257323,2.0067061677,0.8162375293,-2.2443645149,#N/A,-1.0365700524
nt_RV01,1,4,535.0000000000,8.3600000000,1995.0000000000,-0.1297694648,20.0000000000,-1.8471586717,2.0535514814,#N/A,#N/A,0.0000000000,0.4000000000,0.0500000000,0.0000000000,0.0000000000,0.5500000000,0.0000000000,0.4000000000,#N/A,0.0000000000,-0.2200016467,-0.1632900348,#N/A,#N/A,-1.4497081963,-1.3310587590,-0.0735330556,-0.0665725093,-0.1343319315,1.4962013411,-0.7363489490,-1.4521852528,#N/A,-0.8579048800
nt_RV02,1,4,1042.0000000000,5.9100000000,1995.0000000000,-0.3457568450,11.0000000000,-1.7348980106,#N/A,-1.9697975590,5.5012010180,0.0000000000,0.4545454545,0.0000000000,0.0000000000,0.0000000000,0.5454545455,0.0000000000,0.4545454545,48.3633636788,0.0000000000,-0.0851217642,#N/A,-0.0405671850,0.3476475066,-1.1522830983,-0.8163915141,-1.0671904727,-0.0440147741,-0.0644344005,1.2146356032,-0.4958749238,-0.8697027926,1.3816187455,-0.5576935984
nt_RV03,1,4,835.0000000000,7.8200000000,1995.0000000000,-0.1091803884,21.0000000000,#N/A,#N/A,#N/A,#N/A,0.0000000000,0.5238095238,0.0476190476,0.0000000000,0.0000000000,0.4285714286,0.0000000000,0.5238095238,47.6254806433,0.0000000000,#N/A,#N/A,#N/A,#N/A,-1.5559179991,-0.4039082362,-0.0814119146,-0.0631803547,-0.1028971213,0.5362508077,-0.7074706004,-0.4940817657,0.8316567088,-0.8044967988
nt_SH02,1,4,359.0000000000,15.5800000000,1995.0000000000,0.4144679259,15.0000000000,-1.6153185441,1.9639614291,#N/A,4.7987452647,0.0000000000,0.5000000000,0.0000000000,0.0000000000,0.0000000000,0.5000000000,0.0000000000,0.5000000000,34.1644716776,0.0000000000,-0.0016979701,-0.2282944129,#N/A,-0.2698010114,-1.1634958187,-0.2332771329,-1.2665373948,-0.0596613353,-0.1458693259,0.7849641872,-0.6526463835,-0.3593422805,-11.9130968071,-0.7600973225
nt_TA02,3,10,172.0000000000,7.1300000000,1990.0000000000,-0.5116139870,25.0000000000,#N/A,#N/A,#N/A,#N/A,0.0000000000,0.3333333333,0.0833333333,0.0000000000,0.0000000000,0.5416666667,0.0416666667,0.3750000000,#N/A,0.0000000000,#N/A,#N/A,#N/A,#N/A,-1.4105689488,-1.6395897299,0.4651852844,-0.0886724101,-0.3088803311,1.2152264345,0.7188330701,-1.4458814401,#N/A,-1.1403423596
nt_TA13,3,10,209.0000000000,21.8800000000,1990.0000000000,0.6478847652,29.0000000000,#N/A,#N/A,#N/A,#N/A,0.0000000000,0.3200000000,0.1600000000,0.0000000000,0.0000000000,0.5200000000,0.0000000000,0.3200000000,#N/A,0.0000000000,#N/A,#N/A,#N/A,#N/A,-1.4693216856,-1.8952214265,1.8043707769,-0.0875135438,-0.2775771915,1.0832854803,-0.9429984919,-2.1066176568,#N/A,-1.1230052899
nt_TA14,3,10,240.0000000000,11.3300000000,1990.0000000000,0.0169079438,25.0000000000,#N/A,#N/A,#N/A,#N/A,0.0000000000,0.2857142857,0.1904761905,0.0000000000,0.0000000000,0.4761904762,0.0476190476,0.3333333333,28.3603874464,0.0000000000,#N/A,#N/A,#N/A,#N/A,-1.3662800560,-2.1189724766,2.0932188050,-0.0783189968,-0.2324252446,0.6290712939,0.8936575164,-1.8495494825,-17.3754904374,-1.0107704008
nt_TA15,3,10,159.0000000000,4.5700000000,1990.0000000000,-0.9718352382,19.0000000000,-1.6516372232,2.1643305762,#N/A,#N/A,0.0000000000,0.3125000000,0.1875000000,0.0000000000,0.0000000000,0.5000000000,0.0000000000,0.3125000000,26.5806216933,0.0000000000,-0.0656504072,0.0222647413,#N/A,#N/A,-1.1422825498,-1.4839665055,1.7451661285,-0.0733876312,-0.2654818431,0.6389735469,-0.7847498060,-1.6705936812,-18.8058852912,-0.9342066117
nt_TA16,3,10,139.0000000000,5.5900000000,1990.0000000000,-0.7967508915,22.0000000000,#N/A,#N/A,#N/A,#N/A,0.0000000000,0.2941176471,0.1764705882,0.0000000000,0.0000000000,0.5294117647,0.0000000000,0.2941176471,#N/A,0.0000000000,#N/A,#N/A,#N/A,#N/A,-1.1609670527,-1.6401723352,1.6480423998,-0.0774185699,-0.2987591002,0.8673815312,-0.8247322450,-1.8409292199,#N/A,-0.9963603570
nt_TA17,3,10,172.0000000000,5.6200000000,1990.0000000000,-0.7495935575,17.0000000000,#N/A,#N/A,#N/A,#N/A,0.0000000000,0.3846153846,0.1538461538,0.0000000000,0.0000000000,0.4615384615,0.0000000000,0.3846153846,34.6118197286,0.0000000000,#N/A,#N/A,#N/A,#N/A,-1.0381506368,-0.8290371930,1.2126843850,-0.0652611268,-0.2273297684,0.3150030094,-0.6993918234,-0.9938788209,-10.8413737740,-0.8063438153
nt_TA18,3,10,176.0000000000,7.7100000000,1990.0000000000,-0.4288953759,25.0000000000,#N/A,#N/A,#N/A,#N/A,0.0000000000,0.4000000000,0.1000000000,0.0000000000,0.0000000000,0.5000000000,0.0000000000,0.4000000000,27.9723803164,0.0000000000,#N/A,#N/A,#N/A,#N/A,-1.2907712502,-0.8979827748,0.7024106517,-0.0806265083,-0.2777658044,0.7423645324,-0.8646169975,-1.1009694719,-17.5003205735,-1.0151874320
nt_TA19,3,10,206.0000000000,7.2600000000,1990.0000000000,-0.4581457603,27.0000000000,#N/A,#N/A,#N/A,#N/A,0.0000000000,0.4545454545,0.0909090909,0.0000000000,0.0000000000,0.4545454545,0.0000000000,0.4545454545,34.3985141138,0.0000000000,#N/A,#N/A,#N/A,#N/A,-1.3762621468,-0.4916799673,0.5995696437,-0.0822997170,-0.2628614477,0.3956573527,-0.8864585500,-0.6928766091,-11.2077393827,-1.0133914464
nt_TA20,3,10,332.0000000000,7.6800000000,1990.0000000000,-0.3082447294,24.0000000000,#N/A,#N/A,#N/A,#N/A,0.0000000000,0.3636363636,0.0000000000,0.0000000000,0.0000000000,0.6363636364,0.0000000000,0.3636363636,33.6703464391,0.0000000000,#N/A,#N/A,#N/A,#N/A,-1.4466630371,-1.5464688080,-1.5935944541,-0.0758036724,-0.1924427603,2.2473027677,-0.8274300313,-1.7100946982,-12.3408773638,-0.8918329355
nt_TA21,3,10,357.0000000000,4.9400000000,1990.0000000000,-0.7352511464,18.0000000000,-1.9641034274,2.1613722021,#N/A,#N/A,0.0000000000,0.3333333333,0.1111111111,0.0000000000,0.0000000000,0.5555555556,0.0000000000,0.3333333333,31.0599628321,0.0000000000,-0.3506724107,-0.0305393551,#N/A,#N/A,-1.3185112166,-1.6882549154,0.9092793543,-0.0677147364,-0.1660052292,1.3613127277,-0.7406290476,-1.8308590619,-15.0128652271,-0.8507863716
nt_TA22,3,10,311.0000000000,4.9500000000,1990.0000000000,-0.7602999791,18.0000000000,#N/A,#N/A,#N/A,#N/A,0.0555555556,0.5000000000,0.0555555556,0.0000000000,0.0000000000,0.4444444444,0.0000000000,0.5000000000,37.6836898406,0.0000000000,#N/A,#N/A,#N/A,#N/A,0.1910805595,-0.2113786213,-0.0159680232,-0.0693432223,-0.1816646444,0.3783523409,-0.7555366680,-0.3644245094,-8.2720890072,-0.8146987387
nt_TA23,3,10,584.0000000000,6.8200000000,1990.0000000000,-0.3161703347,20.0000000000,#N/A,#N/A,#N/A,#N/A,0.0000000000,0.4000000000,0.0500000000,0.0000000000,0.0000000000,0.5500000000,0.0000000000,0.4000000000,#N/A,0.0000000000,#N/A,#N/A,#N/A,#N/A,-1.4629978040,-1.3651949502,-0.0650070295,-0.0655749700,-0.1268537299,1.5202298755,-0.7270753170,-1.4798498600,#N/A,-0.7692145132
nt_TB03,3,10,321.0000000000,17.1200000000,1990.0000000000,0.4867707283,27.0000000000,#N/A,2.1377924453,#N/A,#N/A,0.0384615385,0.4615384615,0.0769230769,0.0000000000,0.0000000000,0.4615384615,0.0000000000,0.4615384615,38.5756377557,0.0000000000,#N/A,-0.0475685095,#N/A,#N/A,-0.1917682126,-0.6605120727,0.4344076688,-0.0828870223,-0.2138647620,0.6404533302,-0.9039003084,-0.8418475935,-7.4069956743,-1.0529962945
nt_TB04,3,10,320.0000000000,17.3900000000,1990.0000000000,0.5018063657,21.0000000000,#N/A,#N/A,#N/A,#N/A,0.0000000000,0.3809523810,0.0952380952,0.0000000000,0.0000000000,0.5238095238,0.0000000000,0.3809523810,42.9534090918,0.0000000000,#N/A,#N/A,#N/A,#N/A,-1.4079790463,-1.3351753827,0.7087787334,-0.0745320313,-0.1925961893,1.1478932000,-0.8127168308,-1.4979894448,-3.0265768042,-0.9262260727
nt_TB07,3,10,364.0000000000,15.7900000000,1990.0000000000,0.4305711204,17.0000000000,#N/A,2.1420740152,#N/A,#N/A,0.0000000000,0.3529411765,0.1176470588,0.0000000000,0.0000000000,0.5294117647,0.0000000000,0.3529411765,#N/A,0.0000000000,#N/A,-0.0510342169,#N/A,#N/A,-1.2839620881,-1.4822149621,0.9792571264,-0.0655871175,-0.1592937847,1.1117367781,-0.7177453832,-1.6197157901,#N/A,-0.7888990007
nt_TB10,3,10,415.0000000000,11.9500000000,1990.0000000000,0.1776585839,21.0000000000,#N/A,#N/A,#N/A,#N/A,0.0000000000,0.3333333333,0.1428571429,0.0000000000,0.0000000000,0.5238095238,0.0000000000,0.3333333333,#N/A,0.0000000000,#N/A,#N/A,#N/A,#N/A,-1.4467004352,-1.8833519253,1.4894553219,-0.0712677433,-0.1625053112,1.2210243371,-0.7827549107,-2.0260922572,#N/A,-0.7970030756
nt_TB11,3,10,640.0000000000,11.7500000000,1990.0000000000,0.2457933563,19.0000000000,#N/A,#N/A,#N/A,#N/A,0.0000000000,0.2105263158,0.1578947368,0.0000000000,0.0000000000,0.6315789474,0.0000000000,0.2105263158,#N/A,0.0000000000,#N/A,#N/A,#N/A,#N/A,-1.4396083876,-3.0833370235,1.6764677665,-0.0629142176,-0.1164587160,2.2220172208,-0.6993408933,-3.1864837202,#N/A,-0.7027800480
nt_TB12,3,10,758.0000000000,8.8400000000,1990.0000000000,-0.0055647806,37.0000000000,#N/A,#N/A,#N/A,#N/A,0.0270270270,0.4054054054,0.0810810811,0.0000000000,0.0000000000,0.5135135135,0.0000000000,0.4054054054,#N/A,0.0000000000,#N/A,#N/A,#N/A,#N/A,-0.8224481701,-1.9287790722,0.7404468900,-0.0852731029,-0.1454989190,1.7192952515,-0.9523142343,-2.0585449090,#N/A,-0.9782579739
nt_TB13,3,10,898.0000000000,11.0200000000,1990.0000000000,0.2481216498,27.0000000000,#N/A,#N/A,#N/A,#N/A,0.0370370370,0.2962962963,0.1851851852,0.0000000000,0.0000000000,0.5185185185,0.0000000000,0.2962962963,#N/A,0.0000000000,#N/A,#N/A,#N/A,#N/A,-0.4731090988,-2.8798939847,2.4829272961,-0.0707476376,-0.1112566297,1.5746842613,-0.7937949563,-2.9756451415,#N/A,-0.8131615105
nt_TB14,3,10,1093.0000000000,7.0500000000,1990.0000000000,-0.1599974702,25.0000000000,#N/A,#N/A,#N/A,#N/A,0.0000000000,0.3200000000,0.2000000000,0.0000000000,0.0000000000,0.4800000000,0.0000000000,0.3200000000,#N/A,0.0000000000,#N/A,#N/A,#N/A,#N/A,-1.7457644690,-2.6116068442,2.6368734887,-0.0658107535,-0.0941511595,1.1873837053,-0.7424053189,-2.6878119514,#N/A,-0.7200398098
